[NN] | transplantation | transplant | 0-0 | 0.6666666666666666 | OtherRelated
[VBG] | transgressing | contravening | 0-0 |0.9230769230769232| Independent
[NNPS] | co-operatives | cooperatives | 0-0 |0.9230769230769232| Equivalence
[VBG] | investigating | scrutinising | 0-0 |0.9230769230769232| Independent
[JJ] | collaborative | co-operative | 0-0 |0.9230769230769232| OtherRelated
[NNS] | interjections | exclamations | 0-0 |0.9230769230769232| ReverseEntailment
[JJ] | invertebrates | invertebrate | 0-0 |0.9230769230769232| Equivalence
[VBG] | reengineering | reorganizing | 0-0 |0.9230769230769232| OtherRelated
[RB] | substantially | considerably | 0-0 |0.9230769230769232| Equivalence
[NNS] | organisations | organization | 0-0 |0.9230769230769232| Equivalence
[NNS] | organizations | organisation | 0-0 |0.9230769230769232| Equivalence
[JJ] | well-educated | well-trained | 0-0 |0.9230769230769232| OtherRelated
[NN] | extermination | annihilation | 0-0 |0.9230769230769232| ForwardEntailment
[VBG] | resuscitating | revitalising | 0-0 |0.9230769230769232| Independent
[VBG] | strengthening | intensifying | 0-0 |0.9230769230769232| OtherRelated
[JJ] | self-absorbed | self-centred | 0-0 |0.9230769230769232| Equivalence
[JJ] | strengthening | strengthened | 0-0 |0.9230769230769232| Equivalence
[VBG] | reconsidering | re-examining | 0-0 |0.9230769230769232| Independent
[JJ] | impermissible | inadmissible | 0-0 |0.9230769230769232| Equivalence
[VBD] | investigative | investigated | 0-0 |0.9230769230769232| Equivalence
[JJ] | european-wide | pan-european | 0-0 |0.9230769230769232| Equivalence
[VBG] | consolidating | reorganizing | 0-0 |0.9230769230769232| Independent
[VBN] | discriminated | disseminated | 0-0 |0.9230769230769232| Independent
[NN] | incarceration | imprisonment | 0-0 |0.9230769230769232| Equivalence
[NNS] | immunizations | vaccinations | 0-0 |0.9230769230769232| ReverseEntailment
[NNS] | organisations | institutions | 0-0 |0.9230769230769232| ForwardEntailment
[VB] | misunderstand | misinterpret | 0-0 |0.9230769230769232| OtherRelated
[NNS] | proficiencies | competencies | 0-0 |0.9230769230769232| ReverseEntailment
[NNS] | confirmations | affirmations | 0-0 |0.9230769230769232| Equivalence
[VBG] | collaborating | coordination | 0-0 |0.9230769230769232| Independent
[VBN] | authenticated | certificated | 0-0 |0.9230769230769232| Independent
[VBG] | investigating | scrutinizing | 0-0 |0.9230769230769232| Independent
[NNS] | vice-chairmen | chairpersons | 0-0 |0.9230769230769232| Independent
[NN] | determination | decisiveness | 0-0 |0.9230769230769232| OtherRelated
[VBN] | substantiated | incorporated | 0-0 |0.9230769230769232| Independent
[VBZ] | dissemination | communicates | 0-0 |0.9230769230769232| Independent
[JJ] | inconceivable | unimaginable | 0-0 |0.9230769230769232| Equivalence
[VBN] | characterized | investigated | 0-0 |0.9230769230769232| Independent
[VB] | overemphasize | overestimate | 0-0 |0.9230769230769232| OtherRelated
[VBZ] | comprehensive | consolidates | 0-0 |0.9230769230769232| Independent
[VBG] | accommodating | conciliating | 0-0 |0.9230769230769232| Independent
[VBN] | consideration | contemplated | 0-0 |0.9230769230769232| Independent
[NNS] | effectiveness | efficiencies | 0-0 |0.9230769230769232| Equivalence
[VBG] | demonstrating | illuminating | 0-0 |0.9230769230769232| Independent
[VBN] | reconstituted | rationalised | 0-0 |0.9230769230769232| Independent
[JJ] | heterogeneous | heterogenous | 0-0 |0.9230769230769232| Equivalence
[NNPS] | organizations | corporations | 0-0 |0.9230769230769232| ForwardEntailment
[NNPS] | circumstances | requirements | 0-0 |0.9230769230769232| Independent
[NNS] | contributions | contributors | 0-0 |0.9230769230769232| Independent
[VBD] | approximately | approximated | 0-0 |0.9230769230769232| OtherRelated
[JJ] | sino-canadian | china-canada | 0-0 |0.9230769230769232| Equivalence
[NNS] | infiltrations | infiltrators | 0-0 |0.9230769230769232| OtherRelated
[NNS] | anticipations | speculations | 0-0 |0.9230769230769232| ReverseEntailment
[VBN] | reinvigorated | consolidated | 0-0 |0.9230769230769232| Independent
[VBZ] | distributions | distributing | 0-0 |0.9230769230769232| Independent
[NNS] | organisations | corporations | 0-0 |0.9230769230769232| ReverseEntailment
[JJ] | disillusioned | disappointed | 0-0 |0.9230769230769232| Equivalence
[VBD] | distinguished | discriminate | 0-0 |0.9230769230769232| Independent
[NNS] | reminiscences | remembrances | 0-0 |0.9230769230769232| OtherRelated
[JJ] | market-driven | market-based | 0-0 |0.9230769230769232| OtherRelated
[NNPS] | organisations | associations | 0-0 |0.9230769230769232| ForwardEntailment
[NNPS] | organisations | institutions | 0-0 |0.9230769230769232| ForwardEntailment
[VBD] | concentration | concentrated | 0-0 |0.9230769230769232| OtherRelated
[VBZ] | consolidation | consolidates | 0-0 |0.9230769230769232| Independent
[VBZ] | strengthening | consolidates | 0-0 |0.9230769230769232| Independent
[NNS] | stake-holders | stakeholders | 0-0 |0.9230769230769232| Equivalence
[NNPS] | publicaciones | publications | 0-0 |0.9230769230769232| Equivalence
[NNS] | deliberations | negotiations | 0-0 |0.9230769230769232| ForwardEntailment
[VBZ] | interventions | intervention | 0-0 |0.9230769230769232| Equivalence
[JJ] | asian-pacific | asia-pacific | 0-0 |0.9230769230769232| Equivalence
[NNS] | interjections | exclamations | 0-0 |0.9230769230769232| ForwardEntailment
[NNS] | transmissions | informations | 0-0 |0.9230769230769232| Independent
[VBG] | disseminating | promulgating | 0-0 |0.9230769230769232| Independent
[VBG] | restructuring | refurbishing | 0-0 |0.9230769230769232| Independent
[NNS] | practitioners | professional | 0-0 |0.9230769230769232| OtherRelated
[NNS] | 'informations | informations | 0-0 |0.9230769230769232| ForwardEntailment
[NNS] | opportunities | opportunites | 0-0 |0.9230769230769232| Independent
[NN] | schoolteacher | schoolmaster | 0-0 |0.9230769230769232| OtherRelated
[NNS] | adjudications | arbitrations | 0-0 |0.9230769230769232| OtherRelated
[JJ] | ill-conceived | misconceived | 0-0 |0.9230769230769232| OtherRelated
[NN] | collaboration | co-operation | 0-0 |0.9230769230769232| Equivalence
[VBD] | requisitioned | expropriated | 0-0 |0.9230769230769232| Independent
[NNPS] | collaborators | contributors | 0-0 |0.9230769230769232| OtherRelated
[NNS] | disbursements | expenditures | 0-0 |0.9230769230769232| ReverseEntailment
[NNS] | euro-sceptics | euroskeptics | 0-0 |0.9230769230769232| Equivalence
[NNS] | organizations | corporations | 0-0 |0.9230769230769232| ReverseEntailment
[VBD] | collaborating | participated | 0-0 |0.9230769230769232| Independent
[VBZ] | manufacturers | manufactures | 0-0 |0.9230769230769232| OtherRelated
[JJ] | transshipment | transhipment | 0-0 |0.9230769230769232| Equivalence
[JJ] | co-ordination | coordinating | 0-0 |0.9230769230769232| Equivalence
[NN] | palaeontology | paleontology | 0-0 |0.9230769230769232| Equivalence
[VBG] | incorporating | encompassing | 0-0 |0.9230769230769232| Independent
[VBG] | incorporating | assimilating | 0-0 |0.9230769230769232| OtherRelated
[VBN] | substantiated | co-ordinated | 0-0 |0.9230769230769232| Independent
[NNS] | nationalistes | nationalists | 0-0 |0.9230769230769232| ForwardEntailment
[VBZ] | participation | participates | 0-0 |0.9230769230769232| OtherRelated
[NNS] | commonalities | similarities | 0-0 |0.9230769230769232| ReverseEntailment
[VBG] | corresponding | representing | 0-0 |0.9230769230769232| Independent
[NNPS] | organizations | associations | 0-0 |0.9230769230769232| ReverseEntailment
[VBZ] | characterizes | encapsulates | 0-0 |0.9230769230769232| Independent
[JJ] | thirty-fourth | thirty-forth | 0-0 |0.9230769230769232| Equivalence
[VBN] | reconstituted | restructured | 0-0 |0.9230769230769232| Independent
[VBG] | relinquishing | surrendering | 0-0 |0.9230769230769232| OtherRelated
[NNS] | interventions | developments | 0-0 |0.9230769230769232| Independent
[VBN] | congratulated | acknowledged | 0-0 |0.9230769230769232| Independent
[VBG] | demonstrating | underscoring | 0-0 |0.9230769230769232| Independent
[VBG] | consolidating | streamlining | 0-0 |0.9230769230769232| Independent
[VBZ] | substantiates | corroborates | 0-0 |0.9230769230769232| OtherRelated
[VBG] | re-evaluating | reevaluating | 0-0 |0.9230769230769232| Equivalence
[NNS] | neurosurgeons | neurologists | 0-0 |0.9230769230769232| OtherRelated
[VBD] | relationships | relationship | 0-0 |0.9230769230769232| Equivalence
[NNS] | protestations | declarations | 0-0 |0.9230769230769232| OtherRelated
[VBG] | standardising | streamlining | 0-0 |0.9230769230769232| Independent
[VBZ] | distinguishes | discriminate | 0-0 |0.9230769230769232| Independent
[NNS] | amalgamations | combinations | 0-0 |0.9230769230769232| ReverseEntailment
[NNPS] | effectiveness | efficiencies | 0-0 |0.9230769230769232| Equivalence
[JJ] | multi-pronged | multifaceted | 0-0 |0.9230769230769232| Equivalence
[NNS] | organisations | associations | 0-0 |0.9230769230769232| ForwardEntailment
[VBG] | incorporating | appreciating | 0-0 |0.9230769230769232| Independent
[VBZ] | professionals | professional | 0-0 |0.9230769230769232| Equivalence
[NNS] | collaborators | facilitators | 0-0 |0.9230769230769232| Independent
[VBD] | characterized | characterise | 0-0 |0.9230769230769232| Equivalence
[NN] | organizations | organisation | 0-0 |0.9230769230769232| Equivalence
[JJ] | labour-market | labor-market | 0-0 |0.9230769230769232| Equivalence
[NNS] | constrictions | restrictions | 0-0 |0.9230769230769232| Independent
[JJ] | wide-reaching | far-reaching | 0-0 |0.9230769230769232| Equivalence
[VBN] | uncoordinated | co-ordinated | 0-0 |0.9230769230769232| ForwardEntailment
[JJ] | well-balanced | well-rounded | 0-0 |0.9230769230769232| OtherRelated
[UH] | announcements | declarations | 0-0 |0.9230769230769232| OtherRelated
[NNS] | complications | implications | 0-0 |0.9230769230769232| ReverseEntailment
[JJ] | cross-straits | cross-strait | 0-0 |0.9230769230769232| Equivalence
[JJ] | long-standing | long-running | 0-0 |0.9230769230769232| Equivalence
[NNPS] | organizations | associations | 0-0 |0.9230769230769232| ForwardEntailment
[VBN] | rehabilitated | reintroduced | 0-0 |0.9230769230769232| Independent
[NNS] | notifications | declarations | 0-0 |0.9230769230769232| Independent
[VBN] | accommodation | accommodated | 0-0 |0.9230769230769232| Independent
[NNS] | technological | technologies | 0-0 |0.9230769230769232| OtherRelated
[VBG] | investigating | ascertaining | 0-0 |0.9230769230769232| OtherRelated
[NNS] | relationships | interactions | 0-0 |0.9230769230769232| OtherRelated
[NNS] | prescriptions | prohibitions | 0-0 |0.9230769230769232| Independent
[VBP] | ill-treatment | maltreatment | 0-0 |0.9230769230769232| Equivalence
[VBN] | reinvigorated | strengthened | 0-0 |0.9230769230769232| Independent
[NN] | archaeologist | archeologist | 0-0 |0.9230769230769232| Equivalence
[VBG] | co-ordinating | coordination | 0-0 |0.9230769230769232| OtherRelated
[VBN] | investigation | investigated | 0-0 |0.9230769230769232| Equivalence
[NNS] | jurisdictions | instructions | 0-0 |0.9230769230769232| Independent
[RB] | inadvertently | accidentally | 0-0 |0.9230769230769232| Equivalence
[VBD] | administrator | administered | 0-0 |0.9230769230769232| OtherRelated
[VBD] | congratulated | complimented | 0-0 |0.9230769230769232| Independent
[JJ] | cross-century | transcentury | 0-0 |0.9230769230769232| Equivalence
[VBG] | restructuring | rescheduling | 0-0 |0.9230769230769232| OtherRelated
[VBG] | re-organizing | reorganizing | 0-0 |0.9230769230769232| OtherRelated
[VBG] | communication | transmitting | 0-0 |0.9230769230769232| Independent
[VBN] | reconstructed | restructured | 0-0 |0.9230769230769232| Independent
[VBN] | re-classified | reclassified | 0-0 |0.9230769230769232| Equivalence
[VBZ] | characterizes | incriminates | 0-0 |0.9230769230769232| Independent
[VBN] | communication | communicated | 0-0 |0.9230769230769232| Equivalence
[NNS] | after-effects | aftereffects | 0-0 |0.9230769230769232| Equivalence
[FW] | 'informations | informations | 0-0 |0.9230769230769232| ForwardEntailment
[VBZ] | substantiates | consolidates | 0-0 |0.9230769230769232| Independent
[VBZ] | consultations | consultation | 0-0 |0.9230769230769232| Equivalence
[VBG] | reengineering | reorganising | 0-0 |0.9230769230769232| Independent
[JJ] | relationships | relationship | 0-0 |0.9230769230769232| Equivalence
[VBG] | resuscitating | reactivating | 0-0 |0.9230769230769232| Independent
[NNS] | participating | participants | 0-0 |0.9230769230769232| Independent
[NNS] | collaborators | co-operation | 0-0 |0.9230769230769232| Independent
[VBG] | consolidating | accentuating | 0-0 |0.9230769230769232| Independent
[NNS] | notifications | affirmations | 0-0 |0.9230769230769232| Independent
[NNS] | re-admissions | readmissions | 0-0 |0.9230769230769232| Equivalence
[VBZ] | establishment | establishing | 0-0 |0.9230769230769232| OtherRelated
[VBZ] | recapitulates | consolidates | 0-0 |0.9230769230769232| Independent
[NNS] | pre-schoolers | preschoolers | 0-0 |0.9230769230769232| Equivalence
[VBG] | co-ordinating | facilitating | 0-0 |0.9230769230769232| Independent
[VBG] | consolidating | centralizing | 0-0 |0.9230769230769232| Independent
[NNS] | repercussions | retaliations | 0-0 |0.9230769230769232| Independent
[VBG] | disseminating | transmitting | 0-0 |0.9230769230769232| Independent
[JJ] | self-managing | self-managed | 0-0 |0.9230769230769232| OtherRelated
[NNS] | relationships | partnerships | 0-0 |0.9230769230769232| OtherRelated
[VBN] | redistributed | disseminated | 0-0 |0.9230769230769232| Independent
[NNS] | reproductions | duplications | 0-0 |0.9230769230769232| OtherRelated
[VBG] | rationalising | streamlining | 0-0 |0.9230769230769232| Equivalence
[VBG] | restructuring | reorganizing | 0-0 |0.9230769230769232| OtherRelated
[NNS] | 'informations | informations | 0-0 |0.9230769230769232| ReverseEntailment
[NNS] | circumstances | difficulties | 0-0 |0.9230769230769232| Independent
[VBG] | consolidating | amalgamating | 0-0 |0.9230769230769232| Independent
[VBG] | synchronizing | coordinating | 0-0 |0.9230769230769232| Independent
[NN] | paediatrician | pediatrician | 0-0 |0.9230769230769232| Equivalence
[NNS] | co-operatives | corporations | 0-0 |0.9230769230769232| Independent
[JJ] | income-tested | income-based | 0-0 |0.9230769230769232| OtherRelated
[NNS] | anticipations | speculations | 0-0 |0.9230769230769232| ForwardEntailment
[NN] | re-evaluation | reassessment | 0-0 |0.9230769230769232| Equivalence
[VBZ] | congratulates | commemorates | 0-0 |0.9230769230769232| Independent
[VBG] | understanding | apprehending | 0-0 |0.9230769230769232| Independent
[JJ] | co-operatives | co-operative | 0-0 |0.9230769230769232| OtherRelated
[VBG] | resuscitating | resurrecting | 0-0 |0.9230769230769232| Equivalence
[RB] | significantly | considerably | 0-0 |0.9230769230769232| Equivalence
[VBG] | consolidating | intensifying | 0-0 |0.9230769230769232| Independent
[JJ] | cryptographic | cryptography | 0-0 |0.9230769230769232| OtherRelated
[VBG] | demonstrating | articulating | 0-0 |0.9230769230769232| Independent
[JJ] | unprecedented | unparalleled | 0-0 |0.9230769230769232| OtherRelated
[JJ] | roth-behrendt | roth-berendt | 0-0 |0.9230769230769232| Equivalence
[NNPS] | co-ordinators | coordinators | 0-0 |0.9230769230769232| Equivalence
[VBN] | reestablished | reintroduced | 0-0 |0.9230769230769232| Independent
[JJ] | wide-reaching | wide-ranging | 0-0 |0.9230769230769232| OtherRelated
[NNPS] | announcements | declarations | 0-0 |0.9230769230769232| OtherRelated
[VBG] | participating | contributing | 0-0 |0.9230769230769232| OtherRelated
[VBG] | communicating | articulating | 0-0 |0.9230769230769232| Independent
[NNPS] | disbursements | expenditures | 0-0 |0.9230769230769232| ForwardEntailment
[NNS] | constitutions | constituents | 0-0 |0.9230769230769232| Independent
[VBN] | contamination | contaminated | 0-0 |0.9230769230769232| Equivalence
[JJ] | multi-layered | multi-tiered | 0-0 |0.9230769230769232| Equivalence
[JJ] | multi-purpose | multiple-use | 0-0 |0.9230769230769232| OtherRelated
